,Smiles,MinEStateIndex,MaxAbsEStateIndex,MinAbsEStateIndex,qed,HeavyAtomMolWt,NumValenceElectrons,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,BCUT2D_MWHI,BCUT2D_MWLOW,BCUT2D_CHGHI,BCUT2D_CHGLO,BCUT2D_LOGPHI,BCUT2D_LOGPLOW,BCUT2D_MRHI,BCUT2D_MRLOW,BertzCT,Chi0,Chi0n,Chi0v,Chi1n,Chi2v,Chi3n,Chi3v,HallKierAlpha,Ipc,Kappa1,Kappa2,Kappa3,PEOE_VSA1,PEOE_VSA10,PEOE_VSA2,PEOE_VSA3,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA3,SMR_VSA5,SMR_VSA7,SlogP_VSA10,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA5,SlogP_VSA6,TPSA,EState_VSA1,EState_VSA10,EState_VSA2,EState_VSA3,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,VSA_EState1,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,NOCount,NumAliphaticRings,NumAromaticCarbocycles,MolLogP,fr_amide,fr_benzene,fr_ketone,fr_ketone_Topliss,BDE
0,O=C(NCCCCCCNC(=O)ON=C1CCCCC1)ON=C1CCCCC1,-0.484193291,11.55930081,0.484193291,0.337782814,360.244,158,0.432847936,-0.319588986,0.432847936,0.319588986,0.642857143,1.035714286,1.428571429,16.68080242,9.988876759,2.094575484,-2.109141343,2.151639797,-2.248531203,5.852477255,0.148194845,484.323776,19.86575026,16.84112885,16.84112885,10.75017889,7.461606157,5.018964358,5.018964358,-2.12,2198164.351,22.17208298,13.95990284,10.27527397,10.63357721,0,9.675177167,9.589074368,35.99471195,64.20821623,13.08951281,11.42337001,19.26425154,23.60985015,10.63357721,89.89150272,0,9.589074368,0,36.69936296,9.675177167,89.89150272,10.31142545,101.38,12.18648014,9.589074368,0,13.08951281,12.84164325,0,0,20.94500266,0,32.88982068,13.2674883,1.967706296,0,0,13.40941235,1.132239038,0,0.8,8,2,0,4.6394,2,0,0,0,41.42005257
1,CC(C)=NOC(=O)Nc1ccccc1,-0.585740741,11.07648526,0.585740741,0.444565393,180.122,74,0.43733021,-0.297868824,0.43733021,0.297868824,1.285714286,1.928571429,2.5,16.67699531,10.31072227,2.002966033,-2.009525808,2.045658693,-2.105227533,5.853894944,0.166078483,329.2350519,10.38890506,8.150461522,8.150461522,4.225112877,2.908270664,1.331317787,1.331317787,-1.84,1392.864834,10.24223684,5.012486407,3.709251258,0,0,10.15437719,4.794537184,23.35481393,25.98020854,5.687386275,5.711685003,9.632125768,17.49231135,0,13.8474744,30.33183534,10.48192346,0,11.80492507,4.837588584,13.8474744,35.48754807,50.69,6.093240071,4.794537184,0,11.39907128,0,25.98020854,18.19910121,15.31008991,0,15.62177343,6.054311697,1.370062778,0,9.047931836,-0.585740741,3.491660998,0,0.2,4,0,1,2.6309,1,1,0,0,42.73092096
2,CC(C)=NOC(=O)Nc1ccc(Cl)cc1,-0.626368103,11.12842687,0.604959373,0.478003096,215.575,80,0.437330222,-0.297868824,0.437330222,0.297868824,1.333333333,1.933333333,2.466666667,35.49569109,10.30574934,2.013842908,-2.018296016,2.128597373,-2.105886966,6.30180499,0.166078074,369.5137077,11.25914855,8.451075726,9.207004672,4.324778716,3.485574065,1.401750389,1.653726704,-1.55,2001.464545,11.52434944,5.360304513,4.464893145,0,0,10.15437719,4.794537184,16.75665262,38.11294267,10.71001959,5.711685003,9.632125768,29.09325124,0,13.8474744,29.28810159,10.48192346,11.60093989,11.80492507,4.837588584,13.8474744,29.421181,50.69,6.093240071,4.794537184,0,16.42170459,0,38.11294267,0,15.31008991,0,15.67096915,6.622105834,1.272789116,0,6.689718128,-0.626368103,3.463433266,0,0.2,4,0,1,3.2843,1,1,0,0,43.4111418
3,CC(C)=NOC(=O)Nc1cc(Cl)ccc1Cl,-0.717253086,11.23828168,0.373657407,0.497664618,251.028,86,0.437380461,-0.297868228,0.437380461,0.297868228,1.375,2.0625,2.6875,35.49678713,10.29869015,2.066240129,-2.04900277,2.248694937,-2.111828289,6.351796764,0.166078949,428.827248,12.12939203,8.75168993,10.26354782,4.430427619,4.01004939,1.476267326,2.04095265,-1.26,2918.649689,12.80784261,5.723099442,4.082142093,0,0,10.15437719,4.794537184,28.35759251,32.0465756,5.022633314,16.42170459,9.632125768,40.69419113,0,13.8474744,28.24436783,10.48192346,23.20187978,11.80492507,4.837588584,13.8474744,23.35481393,50.69,6.093240071,4.794537184,0,21.4443379,6.066367068,25.98020854,0,15.31008991,0,15.77671548,6.764201048,1.009688716,0,4.718504871,-0.717253086,3.415959695,0,0.2,4,0,1,3.9377,1,1,0,0,44.48794896
4,CC(C)=NOC(=O)Nc1cccc(Cl)c1,-0.640308642,11.14470144,0.544419774,0.478003096,215.575,80,0.437331017,-0.297868819,0.437331017,0.297868819,1.466666667,2.2,2.8,35.4956911,10.30533478,2.01949806,-2.021517623,2.143440752,-2.106473044,6.304340857,0.166079302,386.7637077,11.25914855,8.451075726,9.207004672,4.324778716,3.489028389,1.382146233,1.617243336,-1.55,1926.634109,11.52434944,5.360304513,4.464893145,0,0,10.15437719,4.794537184,22.82301969,32.0465756,10.71001959,5.711685003,9.632125768,29.09325124,0,13.8474744,29.28810159,10.48192346,11.60093989,11.80492507,4.837588584,13.8474744,29.421181,50.69,6.093240071,4.794537184,0,16.42170459,0,38.11294267,0,15.31008991,0,15.68677721,6.54456197,1.229352044,0,6.763579197,-0.640308642,3.457669228,0,0.2,4,0,1,3.2843,1,1,0,0,43.63641789
5,CC(C)=NOC(=O)Nc1cccc(C)c1,-0.581666667,11.18778534,0.581666667,0.45918379,192.133,80,0.437330364,-0.297868823,0.437330364,0.297868823,1.4,2.133333333,2.733333333,16.67699782,10.20375619,2.014861886,-2.027722919,2.090636973,-2.107844071,5.855556656,0.166078367,381.9292408,11.25914855,9.073111253,9.073111253,4.635796479,3.411724987,1.575601915,1.575601915,-1.84,1926.634109,11.23598784,5.143128759,4.262716243,0,0,10.15437719,4.794537184,17.28844686,38.46739723,5.687386275,5.711685003,9.632125768,17.49231135,0,20.7712116,29.82891977,10.48192346,0,11.80492507,4.837588584,19.41092589,29.421181,50.69,6.093240071,4.794537184,0,11.39907128,0,19.91384147,25.12283841,15.31008991,0,15.77294501,6.117572751,2.459557141,0,7.449103888,-0.581666667,5.449154541,0,0.272727273,4,0,1,2.93932,1,1,0,0,42.49183965
6,CNC(=O)ON=C(c1ccccc1)c1ccccc1,-0.593183107,11.13847191,0.593183107,0.519922384,240.177,96,0.432607783,-0.322657893,0.432607783,0.322657893,0.947368421,1.421052632,1.842105263,16.67695463,10.02858788,2.078234339,-2.05822198,2.106357504,-2.176354583,6.122406138,0.153022869,523.7141501,13.50178923,10.53721287,10.53721287,5.885796479,3.80068927,2.518418292,2.518418292,-2.62,28502.65625,12.82705699,6.349710764,3.418564513,5.316788604,5.711685003,4.837588584,4.794537184,65.81938341,0,18.17457497,0,9.632125768,11.80492507,5.316788604,0,71.79057367,4.794537184,0,18.85259706,4.837588584,11.12690298,65.81938341,50.69,6.093240071,4.794537184,0,5.711685003,7.047671983,0,60.66367068,10.47250133,0,15.93853899,6.294597191,2.388894558,0,19.1491673,-0.593183107,0,1.488651738,0.066666667,4,0,2,2.795,1,2,0,0,40.98016806
7,CC(C)=NOC(=O)Nc1ccc(F)cc1,-0.705733182,12.51220226,0.364499244,0.46323402,199.12,80,0.437330234,-0.297868824,0.437330234,0.297868824,1.333333333,1.933333333,2.466666667,19.14214114,10.29558032,2.01672167,-2.015497178,2.078163745,-2.106941506,5.854085882,0.166072111,369.5137077,11.25914855,8.451075726,8.451075726,4.324778716,3.049138285,1.401750389,1.401750389,-1.91,2001.464545,11.16639419,5.091025446,4.214290876,0,5.817220841,10.15437719,9.184952232,5.155712727,38.11294267,5.687386275,5.711685003,14.02254082,17.49231135,0,13.8474744,30.08268911,14.87233851,0,11.80492507,4.837588584,13.8474744,29.421181,50.69,6.093240071,9.184952232,5.817220841,11.39907128,24.26546827,13.8474744,0,15.31008991,12.51220226,15.54944137,5.858347191,1.078344671,-0.364499244,5.339409486,-0.705733182,3.399154111,0,0.2,4,0,1,2.77,1,1,0,0,42.86395308
8,O=C(Nc1ccc(F)cc1)ON=C1CCCCC1,-0.653072562,12.64920604,0.350587016,0.642402683,235.153,96,0.437330554,-0.297847808,0.437330554,0.297847808,1.166666667,1.833333333,2.5,19.14214204,9.988880563,2.08684502,-2.106311265,2.148322778,-2.129320079,5.873568906,0.165334479,434.8093956,12.79468245,9.986609632,9.986609632,6.031885497,4.228812627,2.778989227,2.778989227,-1.91,15150.60801,12.54441457,6.139313265,3.835208362,0,5.817220841,10.15437719,9.184952232,11.57653435,49.94875477,5.687386275,5.711685003,14.02254082,17.49231135,0,32.10410811,30.08268911,14.87233851,0,11.80492507,4.837588584,32.10410811,29.421181,50.69,6.093240071,9.184952232,5.817220841,5.687386275,30.6862899,0,0,10.47250133,12.64920604,16.165702,6.301177406,1.403472485,-0.350587016,5.458306665,4.539389084,0,0,0.384615385,4,1,1,3.6943,1,1,0,0,38.67908889
9,CC(C)(C)C1CCC(=NOC(=O)c2ccc([N+](=O)[O-])cc2)CC1,-0.592275172,11.89291179,0.061697812,0.471237229,296.197,124,0.365223803,-0.31287272,0.365223803,0.31287272,1.217391304,1.782608696,2.260869565,16.66673447,9.719080442,2.279133961,-2.334987608,2.364057656,-2.25642,5.907980173,-0.384441173,604.4756924,17.03516943,13.74259882,13.74259882,7.786830145,6.980542338,4.358983439,4.358983439,-2.24,108836.6586,17.11919929,6.894322913,4.612345775,4.837588584,0,10.11431827,4.794537184,25.92692433,49.14891714,12.13273414,16.19844754,14.55543682,17.36837657,0,46.45449809,39.94323803,5.687386275,0,16.60430134,4.837588584,56.81248677,29.421181,81.8,10.89261634,14.90885545,11.25083777,11.33289652,24.26546827,0,0,25.92692433,0,26.92875769,14.5455962,1.387487547,0.066821163,5.296489245,3.791455631,6.733392516,0,0.529411765,6,1,1,4.3439,0,1,0,0,41.71247223
10,CC(C)(C)C1CCC(=NOC(=O)c2cccc([N+](=O)[O-])c2)CC1,-0.667458467,11.93383393,0.131414347,0.471237229,296.197,124,0.365472501,-0.312867915,0.365472501,0.312867915,1.304347826,1.956521739,2.52173913,16.66684718,9.719080477,2.279517555,-2.33498413,2.364140577,-2.256440416,5.911661115,-0.384459388,621.7256924,17.03516943,13.74259882,13.74259882,7.786830145,6.983996662,4.337833013,4.337833013,-2.24,108297.4481,17.11919929,6.894322913,4.612345775,4.837588584,0,10.11431827,4.794537184,31.99329139,43.08255008,12.13273414,16.19844754,14.55543682,17.36837657,0,46.45449809,39.94323803,5.687386275,0,16.60430134,4.837588584,56.81248677,29.421181,81.8,10.89261634,14.90885545,16.66582824,5.917906046,24.26546827,0,0,25.92692433,0,27.05677001,14.66633194,1.152358453,-0.020306192,5.456251692,3.723902193,6.714691909,0,0.529411765,6,1,1,4.3439,0,1,0,0,40.25162895
11,O=C1C=CC(=NOC(=O)c2cccc([N+](=O)[O-])c2)C=C1,-0.819537037,11.659452,0.017032418,0.361328271,264.152,100,0.36550569,-0.312210194,0.36550569,0.312210194,1.2,1.9,2.55,16.66680318,10.1565397,2.126352518,-2.00121539,2.136297721,-2.049538068,6.160213695,-0.38445962,655.0940182,14.53516943,10.0544708,10.0544708,5.500042999,3.771370948,2.363360012,2.363360012,-3.09,33982.73269,13.34420777,5.700041419,3.224772469,4.837588584,5.711685003,14.90885545,4.794537184,11.2220798,30.3704475,12.13273414,10.48676254,19.349974,23.15162151,0,0,64.24731846,5.687386275,0,22.38754629,9.632125768,10.35798868,53.72526143,98.87,10.89261634,19.70339264,17.03408271,5.711685003,42.50318163,0,0,9.99330131,0,37.15614308,14.12730722,0.099012644,-1.005684539,5.117099184,5.339455747,0,0,0,7,1,1,1.8027,0,1,1,0,46.93900302
12,O=C(Nc1ccccc1)ON=C1CCCC1,-0.536481481,11.32875283,0.536481481,0.611913518,204.144,84,0.437330529,-0.297847808,0.437330529,0.297847808,1.1875,1.875,2.5625,16.67711842,10.3104754,2.095587337,-2.017152072,2.14457249,-2.109899907,5.879120368,0.165837605,379.2650508,11.21733218,8.978888647,8.978888647,5.432219658,3.734391615,2.458556625,2.458556625,-1.84,8022.973993,10.67029998,5.300685405,3.084057397,0,0,10.15437719,4.794537184,23.35481393,37.81602063,5.687386275,5.711685003,9.632125768,17.49231135,0,25.68328649,30.33183534,10.48192346,0,11.80492507,4.837588584,25.68328649,35.48754807,50.69,6.093240071,4.794537184,0,5.687386275,0,12.13273414,18.19910121,10.47250133,0,16.09654101,6.421516912,1.682716312,0,9.166829015,3.632396755,0,0,0.333333333,4,1,1,3.1651,1,1,0,0,42.66628743
13,O=C(ON=C1CCCCCCCCCCC1)c1cccs1,-0.32998483,11.80674218,0.32998483,0.529275879,282.259,116,0.375066993,-0.311949066,0.375066993,0.311949066,0.952380952,1.523809524,2.047619048,32.1334739,9.99954415,2.091669098,-2.083171345,2.161096408,-2.045807081,7.114880958,0.051959812,425.6524019,14.75286609,12.68218387,13.49868045,8.166704262,6.643235559,3.910727889,4.760628816,-1.16,91162.14688,16.21466705,9.717787891,6.423541891,4.837588584,4.877147194,0,4.794537184,56.16783116,37.12971633,0,5.711685003,9.632125768,23.01777617,0,70.62903785,22.3899441,0,11.33678588,11.68099029,4.837588584,80.30072223,22.66850963,38.66,0,4.794537184,5.969305288,4.877147194,56.28253724,6.066367068,11.44642984,5.155712727,0,17.53450507,6.01556584,1.055999622,-0.32998483,3.623565674,13.54124383,0,0,0.647058824,3,1,0,5.5656,0,0,0,0,44.98556439
14,CC(C)=NOC(=O)Nc1ccc(Cl)c(Cl)c1,-0.680936004,11.19664305,0.356148169,0.497664618,251.028,86,0.43733103,-0.297868819,0.43733103,0.297868819,1.3125,2,2.5625,35.4982612,10.30029656,2.04413802,-2.035394116,2.244536643,-2.107306036,6.41724759,0.166078899,428.827248,12.12939203,8.75168993,10.26354782,4.430427619,3.985533477,1.477129779,2.216159058,-1.26,2935.513978,12.80784261,5.723099442,4.082142093,0,0,10.15437719,4.794537184,28.35759251,32.0465756,5.687386275,15.75695163,9.632125768,40.69419113,0,13.8474744,28.24436783,10.48192346,23.20187978,11.80492507,4.837588584,13.8474744,23.35481393,50.69,6.093240071,4.794537184,0,21.4443379,6.066367068,25.98020854,0,15.31008991,0,15.73597293,6.735812897,1.132078382,0,4.707834625,-0.680936004,3.429441496,0,0.2,4,0,1,3.9377,1,1,0,0,44.05935963
15,Cc1cccc(NC(=O)ON=C2CCCCC2)c1,-0.529006047,11.52599041,0.529006047,0.635894335,228.166,96,0.437330684,-0.297847807,0.437330684,0.297847807,1.277777778,2.055555556,2.777777778,16.67711029,9.988879984,2.086591605,-2.107390512,2.14955656,-2.129918193,5.87441882,0.165340725,446.862143,12.79468245,10.60864516,10.60864516,6.34290326,4.59139933,2.952840753,2.952840753,-1.84,14683.03976,12.61261654,6.18993653,3.873947746,0,0,10.15437719,4.794537184,23.70926849,50.30320932,5.687386275,5.711685003,9.632125768,17.49231135,0,39.02784531,29.82891977,10.48192346,0,11.80492507,4.837588584,37.66755961,29.421181,50.69,6.093240071,4.794537184,0,0,6.420821623,0,31.18920547,10.47250133,0,16.38920564,6.560402967,2.801741377,0,7.563259842,4.881057064,1.970999776,0,0.428571429,4,1,1,3.86362,1,1,0,0,38.27497245
16,CC(C)c1cccc(C(C)C)c1NC(=O)ON=C1CCCCC1,-0.501783825,12.16433508,0.32746135,0.563280722,288.221,126,0.437349731,-0.297847578,0.437349731,0.297847578,1.043478261,1.608695652,2.130434783,16.67713985,9.92590402,2.166825908,-2.191037607,2.320048786,-2.162274256,5.88985135,0.165272265,542.4823867,16.81962648,14.68599543,14.68599543,8.652304337,6.842787705,4.28836404,4.28836404,-1.84,133636.1799,17.51286528,8.136148429,4.814717447,0,0,10.15437719,4.794537184,57.47058435,48.64600157,0,11.39907128,9.632125768,17.49231135,0,71.63486901,29.32600419,10.48192346,0,11.80492507,4.837588584,82.76177199,23.35481393,50.69,6.093240071,4.794537184,0,11.83581209,6.420821623,0,6.066367068,50.30018427,0,17.25716482,6.946095049,4.10732484,0.654922701,6.154574456,4.887030137,8.492887993,0,0.578947368,4,1,1,5.802,1,1,0,0,42.105921
17,CCc1cccc(C)c1NC(=O)ON=C(C)C,-0.56,11.49685941,0.56,0.494069748,216.155,92,0.437348914,-0.297868596,0.437348914,0.297868596,1.411764706,2.117647059,2.705882353,16.67701858,10.06371135,2.085896262,-2.108011894,2.206170434,-2.134106302,5.874226456,0.166026317,435.0456447,12.83649881,10.70286777,10.70286777,5.619106382,4.004833183,2.278178375,2.278178375,-1.84,5232.927549,13.22596306,6.033842593,3.903491995,0,0,10.15437719,4.794537184,30.27855113,38.31893621,0,11.39907128,9.632125768,17.49231135,0,34.11577042,29.32600419,10.48192346,0,11.80492507,11.25841021,31.89811458,23.35481393,50.69,6.093240071,4.794537184,0,5.711685003,0,13.8474744,32.0465756,10.47250133,0,16.19664872,6.327299698,3.599309938,0,5.90187269,0.294530502,7.51367179,0,0.384615385,4,0,1,3.50172,1,1,0,0,40.71473133
18,Cc1ccc(NC(=O)ON=C2CCCCC2)cc1Cl,-0.585191484,11.56783423,0.585191484,0.639600803,263.619,102,0.437331339,-0.297847803,0.437331339,0.297847803,1.315789474,2.052631579,2.736842105,35.49569154,9.988880239,2.091262275,-2.108534241,2.199027773,-2.130140376,6.312107697,0.165340177,492.2193734,13.66492594,10.90925936,11.66518831,6.448552163,5.093082763,3.106601132,3.513801259,-1.55,22153.11294,13.87185354,6.568483947,4.243625545,0,0,10.15437719,4.794537184,29.24384131,50.30320932,10.71001959,5.711685003,9.632125768,29.09325124,0,39.02784531,28.78518601,10.48192346,11.60093989,11.80492507,4.837588584,37.66755961,23.35481393,50.69,6.093240071,4.794537184,0,10.71001959,6.420821623,12.13273414,12.99010427,10.47250133,0,16.41820578,7.095521139,2.52390313,0,5.298710683,4.729418149,1.902265733,0,0.428571429,4,1,1,4.51702,1,1,0,0,42.6267543
19,CC(C)=NOC(=O)Nc1cccc([N+](=O)[O-])c1,-0.799353741,11.18778534,0.112987633,0.377976738,226.127,90,0.437334152,-0.297868801,0.437334152,0.297868801,1.470588235,2.176470588,2.764705882,16.67730477,10.26479214,2.079740186,-2.018428228,2.164968533,-2.10923116,5.858748563,-0.38437829,466.373744,12.83649881,9.33682143,9.33682143,4.724551649,3.349683393,1.614501514,1.614501514,-2.44,4949.955283,12.62868132,5.591151593,4.286759678,0,0,20.26869546,4.794537184,11.2220798,19.91384147,12.13273414,16.32238233,14.55543682,23.17969762,0,13.8474744,34.37978654,16.16930973,0,16.72823612,4.837588584,13.8474744,29.421181,93.83,11.01655112,14.90885545,11.37477255,5.711685003,24.26546827,13.8474744,0,15.31008991,0,25.60653963,16.26251385,0.741038622,0,5.521326111,-0.799353741,3.334602194,0,0.2,7,0,1,2.5391,1,1,0,0,45.33257742
20,Cc1cc(Cl)ccc1NC(=O)ON=C1CCCCC1,-0.566207483,11.61885417,0.566207483,0.639600803,263.619,102,0.437339808,-0.297847695,0.437339808,0.297847695,1.315789474,2.052631579,2.736842105,35.49569131,9.988879016,2.095982264,-2.112271114,2.196534193,-2.136231822,6.303021374,0.165317042,492.2193734,13.66492594,10.90925936,11.66518831,6.448552163,5.117598677,3.113551737,3.34864884,-1.55,21830.618,13.87185354,6.568483947,4.243625545,0,0,10.15437719,4.794537184,23.17747424,56.36957639,10.71001959,5.711685003,9.632125768,29.09325124,0,39.02784531,28.78518601,10.48192346,11.60093989,11.80492507,4.837588584,37.66755961,23.35481393,50.69,6.093240071,4.794537184,0,10.71001959,6.420821623,18.19910121,6.9237372,10.47250133,0,16.494452,7.193006441,2.529853395,0,5.244119685,4.763059383,1.869565118,0,0.428571429,4,1,1,4.51702,1,1,0,0,42.18498726
21,CC(C)=NOC(=O)OCc1ccccc1,-0.791617536,10.96928997,0.192415911,0.331156756,194.125,80,0.534987829,-0.427794387,0.534987829,0.427794387,1.266666667,1.933333333,2.533333333,16.79313533,10.22386739,2.026610052,-2.013861131,2.01050758,-2.041592455,5.787027597,0.051816982,342.1104836,11.09601184,8.765816594,8.765816594,4.571465547,3.154061476,1.502264574,1.502264574,-1.84,2382.251303,11.23598784,5.799349083,4.806603274,4.736862954,6.606881965,4.837588584,4.794537184,35.48754807,19.41092589,0,5.711685003,14.36898872,11.86705063,0,20.45435636,35.89528683,4.794537184,0,11.86705063,16.1813335,19.41092589,35.48754807,47.89,6.15536563,4.794537184,6.606881965,5.711685003,0,13.8474744,30.33183534,9.99330131,4.810231481,15.42126677,3.478902746,1.567880658,0,9.367595138,-0.791617536,3.645740741,0,0.272727273,4,0,1,2.7356,0,1,0,0,43.0220856
22,COc1ccccc1NC(=O)ON=C(C)C,-0.6475,11.28908163,0.540700113,0.485549213,208.132,86,0.437450299,-0.49457761,0.49457761,0.437450299,1.3125,2,2.625,16.67721531,10.27462306,2.064801176,-2.073085312,2.224182309,-2.115712828,5.872019943,0.165958874,397.971078,11.96625533,9.481359544,9.481359544,4.754151979,3.242528823,1.654834438,1.654834438,-2.04,3580.99977,12.03163324,5.747178635,3.606045598,4.736862954,5.749511833,10.15437719,4.794537184,17.28844686,25.98020854,0,18.50886882,14.36898872,17.49231135,0,13.8474744,24.26546827,10.48192346,0,18.91472261,4.837588584,13.8474744,29.421181,59.92,6.093240071,4.794537184,0,17.14858311,7.109797541,32.0465756,6.066367068,15.31008991,5.065701767,15.87831538,6.063528912,1.202900736,0.566342593,7.044369856,-0.6475,3.465040627,1.527966795,0.272727273,5,0,1,2.6395,1,1,0,0,42.4322262
23,Cc1cc([N+](=O)[O-])ccc1NC(=O)ON=C1CCCCC1,-0.689790249,11.65184028,0.019568497,0.520699986,274.171,112,0.437339857,-0.297847695,0.437339857,0.297847695,1.333333333,2.047619048,2.666666667,16.6773958,9.988878699,2.118928052,-2.111302941,2.211136701,-2.137485401,5.880843945,-0.384457778,575.5818939,15.24227621,11.79500507,11.79500507,6.848325096,4.978253681,3.345907018,3.345907018,-2.44,54340.22752,14.958543,6.826357599,4.268445177,0,0,20.26869546,4.794537184,11.57653435,44.23684225,17.82012041,10.63499605,14.55543682,23.17969762,0,39.02784531,33.87687097,16.16930973,0,16.72823612,4.837588584,37.66755961,23.35481393,93.83,11.01655112,14.90885545,5.687386275,11.25083777,24.61992283,6.9237372,0,10.47250133,0,26.63196986,17.01615805,1.936667665,0,4.195199931,4.377106043,1.676231784,0,0.428571429,7,1,1,3.77182,1,1,0,0,40.36207071
24,CCc1cccc(CC)c1NC(=O)ON=C1CCCCC1,-0.496598639,11.95099419,0.496598639,0.645688633,264.199,114,0.437349398,-0.297847579,0.437349398,0.297847579,1.142857143,1.761904762,2.333333333,16.67713384,9.988865015,2.121252749,-2.138534029,2.225727088,-2.153472173,5.887273319,0.165283923,493.271435,15.0791395,12.94550845,12.94550845,7.886873335,5.380286622,3.914279212,3.914279212,-1.84,67506.52636,15.5469835,7.814027439,4.312901238,0,0,10.15437719,4.794537184,43.62310995,49.65183272,0,11.39907128,9.632125768,17.49231135,0,58.79322576,29.32600419,10.48192346,0,11.80492507,17.67923183,57.0784855,23.35481393,50.69,6.093240071,4.794537184,0,0,6.420821623,0,18.19910121,24.31997573,0,16.97334018,6.847208995,4.111550663,0,6.083370752,6.664011336,4.153851404,0,0.529411765,4,1,1,4.68,1,1,0,0,39.82617717
25,CC(C)=NOC(=O)Nc1ccc(Cl)cc1Cl,-0.703312547,11.22200712,0.334861111,0.497664618,251.028,86,0.437379662,-0.297868233,0.437379662,0.297868233,1.375,2.0625,2.625,35.49683499,10.29905309,2.063213941,-2.047008205,2.248063545,-2.111268142,6.361916133,0.166077725,428.827248,12.12939203,8.75168993,10.26354782,4.430427619,4.01004939,1.478992269,2.02679838,-1.26,2886.372719,12.80784261,5.723099442,4.082142093,0,0,10.15437719,4.794537184,28.35759251,32.0465756,5.022633314,16.42170459,9.632125768,40.69419113,0,13.8474744,28.24436783,10.48192346,23.20187978,11.80492507,4.837588584,13.8474744,23.35481393,50.69,6.093240071,4.794537184,0,21.4443379,6.066367068,25.98020854,0,15.31008991,0,15.76090742,6.764152319,1.053125787,0,4.707236395,-0.703312547,3.421723732,0,0.2,4,0,1,3.9377,1,1,0,0,44.34926925
26,CC(C)=NOC(=O)Nc1ccc(C)c(C)c1,-0.579210128,11.27271306,0.579210128,0.47223363,204.144,86,0.437330367,-0.297868823,0.437330367,0.297868823,1.25,1.9375,2.5,16.67699967,10.10768114,2.0295608,-2.052577195,2.136917266,-2.11006911,5.856649949,0.166076807,421.0269789,12.12939203,9.995760984,9.995760984,5.052463146,3.841283366,2.064437366,2.064437366,-1.84,2935.513978,12.23062147,5.300685405,3.726326531,0,0,10.15437719,4.794537184,11.2220798,50.95458592,5.687386275,5.711685003,9.632125768,17.49231135,0,27.6949488,29.32600419,10.48192346,0,11.80492507,4.837588584,24.97437738,23.35481393,50.69,6.093240071,4.794537184,0,11.39907128,5.563451492,13.8474744,32.0465756,15.31008991,0,15.88811295,6.162348986,3.695932382,0,5.657248205,-0.579210128,7.508900935,0,0.333333333,4,0,1,3.24774,1,1,0,0,42.06952542
27,O=C(Nc1ccc(Cl)cc1Cl)ON=C1CCCCC1,-0.650651927,11.56021219,0.356268004,0.626016127,287.061,102,0.437379982,-0.297847217,0.437379982,0.297847217,1.210526316,1.947368421,2.631578947,35.49683531,9.988880524,2.100873441,-2.109780367,2.250291551,-2.132277147,6.361946388,0.165340068,495.416626,13.66492594,10.28722384,11.79908173,6.1375344,5.189723732,2.856231107,3.404037218,-1.26,21830.618,14.15550442,6.775877083,4.403285986,0,0,10.15437719,4.794537184,34.77841413,43.8823877,5.022633314,16.42170459,9.632125768,40.69419113,0,32.10410811,28.24436783,10.48192346,23.20187978,11.80492507,4.837588584,32.10410811,23.35481393,50.69,6.093240071,4.794537184,0,15.7326529,6.420821623,18.19910121,0,10.47250133,0,16.37716805,7.242301656,1.378253601,0,4.793162894,4.566819317,0,0,0.384615385,4,1,1,4.862,1,1,0,0,40.21021329
28,Cc1cccc(Cl)c1NC(=O)ON=C1CCCCC1,-0.602524565,11.6604928,0.488212449,0.639600803,263.619,102,0.437389273,-0.297847104,0.437389273,0.297847104,1.315789474,2.052631579,2.736842105,35.49569157,9.988878934,2.110427404,-2.11637352,2.249129666,-2.139719553,6.33385601,0.165317136,471.9693734,13.66492594,10.90925936,11.66518831,6.454535228,5.060853485,3.137373744,3.452344138,-1.55,22528.14023,13.87185354,6.568483947,3.960326558,0,0,10.15437719,4.794537184,35.31020838,44.23684225,0,16.42170459,9.632125768,29.09325124,0,39.02784531,28.78518601,10.48192346,11.60093989,11.80492507,4.837588584,37.66755961,23.35481393,50.69,6.093240071,4.794537184,0,10.71001959,6.420821623,6.066367068,19.05647134,10.47250133,0,16.53519455,7.006234935,2.407463729,0,5.418802851,4.690832753,1.869565118,0,0.428571429,4,1,1,4.51702,1,1,0,0,38.28062004
