,Smiles,acetoxy_radical,iminyl_radical,free_radical,BDE,integral,log_integral,decarboxylation_enthalpy
35,CCc1ccccc1NC(=O)ON=C1CCCCC1,CCc1ccccc1NC([O])=O,[N]=C1CCCCC1,[NH]c1ccccc1CC,41.384912010025694,2.522140756681371,0.40176932020066264,-15.80446685990507
36,Cc1ccc(Cl)cc1NC(=O)ON=C1CCCCC1,Cc1ccc(Cl)cc1NC([O])=O,[N]=C1CCCCC1,[NH]c1cc(Cl)ccc1C,39.08446034998393,1.805579132605151,0.25661652688117914,-14.68561652994765
37,CC(C)=NONc1cccc2c(NC(=O)ON=C(C)C)cccc12,CC(C)=NONc1cccc2c(NC([O])=O)cccc12,CC(C)=[N],[NH]c1cccc2c(NON=C(C)C)cccc12,45.47753222996573,230464.85005888308,5.362604697233129,-16.705571219984208
38,O=C(Nc1cccc(Cl)c1Cl)ON=C1CCCCC1,[O]C(=O)Nc1cccc(Cl)c1Cl,[N]=C1CCCCC1,[NH]c1cccc(Cl)c1Cl,40.06337594993795,1.1820673077226924,0.07264220627477277,-13.932604529922651
39,O=C(Nc1ccc(Cl)c(Cl)c1)ON=C1CCCCC1,[O]C(=O)Nc1ccc(Cl)c(Cl)c1,[N]=C1CCCCC1,[NH]c1ccc(Cl)c(Cl)c1,39.76217114998502,10.935869837527177,1.0388533324686806,-16.42068167999009
40,CC(C)=NOC(=O)Nc1cc(Cl)c(Cl)cc1Cl,[O]C(=O)Nc1cc(Cl)c(Cl)cc1Cl,CC(C)=[N],[NH]c1cc(Cl)c(Cl)cc1Cl,44.95356137993318,56.20119482467024,1.749745548669509,-15.992092350073417
41,O=C(Nc1ccc(Cl)cc1)ON=C1CCCCC1,[O]C(=O)Nc1ccc(Cl)cc1,[N]=C1CCCCC1,[NH]c1ccc(Cl)cc1,42.75476634006279,4.770852976473903,0.6785960330984481,-16.272589320007288
42,Cc1ccccc1NC(=O)ON=C1CCCCC1,Cc1ccccc1NC([O])=O,[N]=C1CCCCC1,[NH]c1ccccc1C,38.026478490015506,1.2773248198254705,0.10630135107686933,-15.80446685990507
43,COc1ccc(Cl)cc1NC(=O)ON=C1CCCCC1,COc1ccc(Cl)cc1NC([O])=O,[N]=C1CCCCC1,[NH]c1cc(Cl)ccc1OC,39.0505748099268,106.09992788167123,2.0257150887024444,-15.19703718001189
44,O=C(Nc1ccc(Cl)c(Cl)c1)ON=C1CCCC1,[O]C(=O)Nc1ccc(Cl)c(Cl)c1,[N]=C1CCCC1,[NH]c1ccc(Cl)c(Cl)c1,44.06186966997295,17.54910989445848,1.244255093580854,-2.199422550011483
45,Cc1ccc(NC(=O)ON=C2CCCCC2)cc1[N+](=O)[O-],Cc1ccc(NC([O])=O)cc1[N+](=O)[O-],[N]=C1CCCCC1,[NH]c1ccc(C)c([N+](=O)[O-])c1,43.74246708006597,76482.94279499268,4.883564589715731,-14.991841410030581
46,CC(C)=NOC(=O)NCCCCCCNC(=O)ON=C(C)C,CC(C)=NOC(=O)NCCCCCCNC([O])=O,CC(C)=[N],[NH]CCCCCCNC(=O)ON=C(C)C,41.792793509994645,1.4422646868508138e-08,-7.840955029845439,-16.864331250011414
47,O=C(ON=C1CCCCCCCCCCC1)c1ccc([N+](=O)[O-])cc1,[O]C(=O)c1ccc([N+](=O)[O-])cc1,[N]=C1CCCCCCCCCCC1,[c]1ccc([N+](=O)[O-])cc1,45.10228124991439,11614.238037962976,4.0649907228092745,-16.918297109946504
48,CC(C)=NOC(=O)Nc1ccc(C)c([N+](=O)[O-])c1,Cc1ccc(NC([O])=O)cc1[N+](=O)[O-],CC(C)=[N],[NH]c1ccc(C)c([N+](=O)[O-])c1,43.11495708000947,74312.55156838306,4.871062173336781,-23.45444126999512
49,O=C(Nc1ccccc1Cl)ON=C1CCCCC1,[O]C(=O)Nc1ccccc1Cl,[N]=C1CCCCC1,[NH]c1ccccc1Cl,39.54003260997515,0.48480250151737336,-0.31443514793337746,-15.788779110016016
50,COc1cccc(C)c1NC(=O)ON=C1CCCCC1,COc1cccc(C)c1NC([O])=O,[N]=C1CCCCC1,[NH]c1c(C)cccc1OC,40.6344100500657,0.4661361310852593,-0.33148723278336034,-15.992092350073417
51,O=C(Nc1cccc(C(F)(F)F)c1)ON=C1CCCCC1,[O]C(=O)Nc1cccc(C(F)(F)F)c1,[N]=C1CCCCC1,[NH]c1cccc(C(F)(F)F)c1,39.5789382300196,2.854495635091067,0.45552938324835485,-15.854040149993928
52,O=C(Nc1c(Cl)cccc1Cl)ON=C1CCCCC1,[O]C(=O)Nc1c(Cl)cccc1Cl,[N]=C1CCCCC1,[NH]c1c(Cl)cccc1Cl,38.2454794800333,0.11333583415860364,-0.9456327545953573,-16.859938679951163
53,CC(C)=NOC(=O)Nc1cc(C(F)(F)F)ccc1Cl,[O]C(=O)Nc1cc(C(F)(F)F)ccc1Cl,CC(C)=[N],[NH]c1cc(C(F)(F)F)ccc1Cl,44.5808204398755,6.221947562991644,0.7939263466635011,-15.872237939947983
54,O=C(Nc1cc(Cl)ccc1Cl)ON=C1CCCCC1,[O]C(=O)Nc1cc(Cl)ccc1Cl,[N]=C1CCCCC1,[NH]c1cc(Cl)ccc1Cl,40.346382960008164,4.024242291447596,0.6046841208229512,-15.335716890018455
55,CCc1cccc(CC)c1NC(=O)ON=C(C)C,CCc1cccc(CC)c1NC([O])=O,CC(C)=[N],[NH]c1c(CC)cccc1CC,41.2675676400366,0.0002375778594249911,-3.62419403497699,-16.440134489940974
56,CC(C)=NOC(=O)Nc1c(C(C)C)cccc1C(C)C,CC(C)c1cccc(C(C)C)c1NC([O])=O,CC(C)=[N],[NH]c1c(C(C)C)cccc1C(C)C,42.53702037004182,0.001249867577500713,-2.9031359977177047,-15.854040149993928
57,COc1ccc(OC)c(NC(=O)ON=C(C)C)c1,COc1ccc(OC)c(NC([O])=O)c1,CC(C)=[N],[NH]c1cc(OC)ccc1OC,42.403360740022585,562.7837487657205,2.7503415480319453,-14.875124549968564
58,COc1c(Cl)cccc1NC(=O)ON=C(C)C,COc1c(Cl)cccc1NC([O])=O,CC(C)=[N],[NH]c1cccc(Cl)c1OC,43.29003236992414,0.6419476736814937,-0.1925003706189032,-2.1040410299669396
59,CC(C)=NOC(=O)Nc1cc(Cl)ccc1C,Cc1ccc(Cl)cc1NC([O])=O,CC(C)=[N],[NH]c1cc(Cl)ccc1C,43.25112675002237,1.4175627717829438,0.1515422991948238,2.0758030800382334
60,Cc1cccc(NC(=O)ON=C2CCCCC2)c1C,Cc1cccc(NC([O])=O)c1C,[N]=C1CCCCC1,[NH]c1cccc(C)c1C,37.6123218900624,2.6049087894231913,0.4157925211312437,-14.875124549968564
61,COc1ccc(OC)c(NC(=O)ON=C2CCCCC2)c1,COc1ccc(OC)c(NC([O])=O)c1,[N]=C1CCCCC1,[NH]c1cc(OC)ccc1OC,38.90122742994717,2604.5261039891325,3.415728714528026,-13.932604529922651
62,CCc1cccc(C)c1NC(=O)ON=C1CCCCC1,CCc1cccc(C)c1NC([O])=O,[N]=C1CCCCC1,[NH]c1c(C)cccc1CC,39.98744723998697,0.0017959242462189313,-2.745711986233835,-15.03262955999894
63,Cc1ncc(COC(=O)c2ccccc2)c(C=NOC(=O)c2ccccc2)c1OC(=O)c1ccccc1,[O]C(=O)c1ccccc1,Cc1ncc(COC(=O)c2ccccc2)c(C=[N])c1OC(=O)c1ccccc1,[c]1ccccc1,43.919424899975894,2250.2002603764845,3.352221170603019,-19.654868220028607
64,O=C(Nc1cc(Cl)c(Cl)cc1Cl)ON=C1CCCCC1,[O]C(=O)Nc1cc(Cl)c(Cl)cc1Cl,[N]=C1CCCCC1,[NH]c1cc(Cl)c(Cl)cc1Cl,40.84086083990116,61.261538899989624,1.7871879021567973,-17.990711700021162
65,O=C(Nc1cccc(Cl)c1)ON=C1CCCCC1,[O]C(=O)Nc1cccc(Cl)c1,[N]=C1CCCCC1,[NH]c1cccc(Cl)c1,39.63039405003237,0.830755384353418,-0.0805268352585199,5.710968509991796
66,CC1=CC(=O)C(C(C)C)=CC1=NOC(=O)c1ccccc1C,Cc1ccccc1C([O])=O,CC1=CC(=O)C(C(C)C)=CC1=[N],[c]1ccccc1C,37.45418937003361,222436.00087766218,5.347205078401013,-15.244100429964405
67,O=C(ON=C1CCCCCCCCCCC1)c1ccc(Cl)cc1,[O]C(=O)c1ccc(Cl)cc1,[N]=C1CCCCCCCCCCC1,[c]1ccc(Cl)cc1,43.751879730042205,3.2953443626463574,0.5179008049642002,-16.231173659969173
68,CNC(=O)O/N=C(/CS(C)=O)C(C)(C)C,CNC([O])=O,CS(=O)CC(=[N])C(C)(C)C,[NH]C,40.15436490006493,187.94362431174656,2.274027597550805,-15.983307210095598
69,CC(C)(C)OC(=O)O/N=C(\C#N)c1ccccc1,CC(C)(C)OC([O])=O,[N]=C(C#N)c1ccccc1,[O]C(C)(C)C,44.430218040041716,23000.238075619105,4.361732331425964,-17.488703700004496
70,C/C(Cc1ccccc1)=N\OC(=O)Nc1ccccc1,[O]C(=O)Nc1ccccc1,CC(=[N])Cc1ccccc1,[NH]c1ccccc1,42.6800926500373,2.9025941189718503,0.46278631099025025,-16.272589320007288
71,COc1ccc(COC(=O)O/N=C(/C#N)c2ccccc2)cc1,COc1ccc(COC([O])=O)cc1,[N]=C(C#N)c1ccccc1,[O]Cc1ccc(OC)cc1,42.46360170008451,6629.452202331203,3.8214776437390623,-12.964984109940112
72,O=C(Nc1cc(Cl)ccc1Cl)O/N=C\c1ccccn1,[O]C(=O)Nc1cc(Cl)ccc1Cl,[N]=Cc1ccccn1,[NH]c1cc(Cl)ccc1Cl,39.718245449953244,92730.28210001695,4.967221580976695,-14.991841410030581
73,COc1ccc(Cl)cc1NC(=O)O/N=C\c1ccncc1,COc1ccc(Cl)cc1NC([O])=O,[N]=Cc1ccncc1,[NH]c1cc(Cl)ccc1OC,41.23932968996522,130214.17439618378,5.114658261705201,-16.918297109946504
74,O=C(O/N=C\c1ccccc1)N1CCOCC1,[O]C(=O)N1CCOCC1,[N]=Cc1ccccc1,[NH]1CCOCC1,42.97188479994266,775.9705506764827,2.889845239400726,-16.705571219984208
75,O=C(O/N=C\c1cc([N+](=O)[O-])ccc1SC1CCCCC1)c1ccc(Cl)cc1,[O]C(=O)c1ccc(Cl)cc1,[N]=Cc1cc([N+](=O)[O-])ccc1SC1CCCCC1,[c]1ccc(Cl)cc1,44.55885759014497,608592.6488134551,5.784326702213681,-12.964984109940112
76,CS/C(C)=N\OC(=O)N(C)SN(C)C(=O)O/N=C(/C)SC,CS/C(C)=N\OC(=O)N(C)SN(C)C([O])=O,CSC(C)=[N],[N](C)SN(C)C(=O)O/N=C(/C)SC,32.482427639887646,0.000495154730101394,-3.3052590678770137,-18.21912534001519
77,CCOc1ccc(C(=O)/C(C)=N/OC(=O)Nc2cccc(Cl)c2)cc1,[O]C(=O)Nc1cccc(Cl)c1,CCOc1ccc(C(=O)C(C)=[N])cc1,[NH]c1cccc(Cl)c1,42.34813986009067,308652.89803631196,5.489470359045781,-16.11508430997691
78,CC/C(C)=N/OC(=O)Nc1ccccc1,[O]C(=O)Nc1ccccc1,CCC(C)=[N],[NH]c1ccccc1,43.21724121003658,0.09345358872915707,-1.0294040165393579,-19.654868220028607
79,COc1ccccc1/C=N/OC(=O)c1cccc([N+](=O)[O-])c1,[O]C(=O)c1cccc([N+](=O)[O-])c1,COc1ccccc1C=[N],[c]1cccc([N+](=O)[O-])c1,42.23832561001122,14076.397614043513,4.148491525792179,4.678087050031344
80,O=C(O/N=C/c1ccc(Cl)cc1)c1ccccc1,[O]C(=O)c1ccccc1,[N]=Cc1ccc(Cl)cc1,[c]1ccccc1,44.56764272998011,15447.045325454954,4.188845420876287,-16.859938679951163
81,CNC(=O)O/N=C/C(C)(C)S(C)=O,CNC([O])=O,CS(=O)C(C)(C)C=[N],[NH]C,42.13604147998411,12.04704512051493,1.0808805369338284,-15.272965889962867
82,CNC(=O)O/N=C/C(C)(C)S(C)(=O)=O,CNC([O])=O,CC(C)(C=[N])S(C)(=O)=O,[NH]C,40.00313498994736,3.156885409919468e-06,-5.500741182042802,4.654869180018624
83,CNC(=O)O/N=C(\C)C(C)S(C)(=O)=O,CNC([O])=O,CC(=[N])C(C)S(C)(=O)=O,[NH]C,39.61031373008307,1.0736010080569996e-06,-5.969157089394358,-1.9396334100253307
84,CNC(=O)O/N=C(\C)C(C)S(C)=O,CNC([O])=O,CC(=[N])C(C)S(C)=O,[NH]C,43.82090583001061,1.2359198342687243,0.09199030193092804,-1.9396334100253307
85,CNC(=O)O/N=C(\SC)C(=O)N(C)C,CNC([O])=O,CSC(=[N])C(=O)N(C)C,[NH]C,42.75100127992961,5.730851998053175,0.7582191927434249,-2.7848893799957835
86,COc1ccc(/C=N/OC(=O)c2cc([N+](=O)[O-])cc([N+](=O)[O-])c2)cc1,[O]C(=O)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1,COc1ccc(C=[N])cc1,[c]1cc([N+](=O)[O-])cc([N+](=O)[O-])c1,48.24673386003679,280074.4975020432,5.447273565452014,-4.278363180006125
87,CC/C(C)=N/OC(=O)Nc1ccc(Cl)c(Cl)c1,[O]C(=O)Nc1ccc(Cl)c(Cl)c1,CCC(C)=[N],[NH]c1ccc(Cl)c(Cl)c1,44.06939978995394,10.367965858518524,1.015693558406782,4.654869180018624
88,CC(C)(Oc1ccc(Cl)cc1)/C(N)=N/OC(=O)c1cccnc1,[O]C(=O)c1cccnc1,CC(C)(Oc1ccc(Cl)cc1)C(=[N])N,[c]1cccnc1,49.09010730004766,159.1387329273623,2.2017758958587454,-14.966113499988529
89,COc1ccc(Br)cc1/C=N/OC(=O)c1ccc(C(C)(C)C)cc1,CC(C)(C)c1ccc(C([O])=O)cc1,COc1ccc(Br)cc1C=[N],[c]1ccc(C(C)(C)C)cc1,44.01857147986825,177614.8375058669,5.249479242848912,-2.0689004699843214
90,CCOC(=O)O/N=C/c1ccc(OC)cc1,CCOC([O])=O,COc1ccc(C=[N])cc1,[O]CC,44.024846579995085,1886.0064512531414,3.275543173946829,-15.983307210095598
91,Cc1ccc(/C=N/OC(=O)Nc2ccccc2)c(C)c1,[O]C(=O)Nc1ccccc1,Cc1ccc(C=[N])c(C)c1,[NH]c1ccccc1,42.962472150037755,26292.50416587099,4.419831951402201,-16.440134489940974
92,COc1ccccc1/C=N/OC(=O)c1ccc(C)cc1,Cc1ccc(C([O])=O)cc1,COc1ccccc1C=[N],[c]1ccc(C)cc1,40.143069720022105,384.8177885705619,2.5852551395078605,4.654869180018624
93,O=C(O/N=C/c1ccc(Cl)cc1)c1cccc([N+](=O)[O-])c1,[O]C(=O)c1cccc([N+](=O)[O-])c1,[N]=Cc1ccc(Cl)cc1,[c]1cccc([N+](=O)[O-])c1,45.75049908006129,35079.87018307522,4.5450579775423945,-8.498367929999077
94,CN(C)c1ccc(/C=N/OC(=O)c2ccc([N+](=O)[O-])cc2)cc1,[O]C(=O)c1ccc([N+](=O)[O-])cc1,CN(C)c1ccc(C=[N])cc1,[c]1ccc([N+](=O)[O-])cc1,46.929590370009294,492350.23726485093,5.6922741515431765,-15.586720889955448
95,O=C(O/N=C/c1ccc(Cl)cc1)c1ccc(Cl)cc1,[O]C(=O)c1ccc(Cl)cc1,[N]=Cc1ccc(Cl)cc1,[c]1ccc(Cl)cc1,45.07655333990801,31020.52864434229,4.491649194682114,-16.604542110096602
96,CCC(C)/C=N/OC(=O)Nc1cccc(C(F)(F)F)c1,[O]C(=O)Nc1cccc(C(F)(F)F)c1,CCC(C)C=[N],[NH]c1cccc(C(F)(F)F)c1,42.916663919939396,1.5644403290042128,0.19435900290668284,-15.272965889962867
97,O=C(O/N=C/c1cc[n+]([O-])cc1)c1ccccc1,[O]C(=O)c1ccccc1,[N]=Cc1cc[n+]([O-])cc1,[c]1ccccc1,45.02949009002683,467108.8689437435,5.66941811326672,-14.966113499988529
98,O=C(ON=C(c1ccccc1)c1ccccc1)c1ccc([N+](=O)[O-])cc1,[O]C(=O)c1ccc([N+](=O)[O-])cc1,[N]=C(c1ccccc1)c1ccccc1,[c]1ccc([N+](=O)[O-])cc1,44.27961564006525,249923.7916239821,5.397807600981144,2.4052458299912063
99,CC(=O)O/N=C1\C(=O)N(Cc2cc(Cl)ccc2Cl)c2ccc(Cl)cc21,CC([O])=O,[N]=C1C(=O)N(Cc2cc(Cl)ccc2Cl)c2ccc(Cl)cc21,[C],48.624494879939114,45044.19580449629,4.65363883765743,4.678087050031344
100,CNC(=O)O/N=[13C](\SC)C(=O)N(C)C,CNC([O])=O,CS[13C](=[N])C(=O)N(C)C,[NH]C,42.75100127992961,5.730851998053175,0.7582191927434249,-1.9396334100253307
101,CC(=O)O/N=C1/C(c2c(O)[nH]c3cc(Br)ccc23)=Nc2ccccc21,CC([O])=O,[N]=C1C(c2c(O)[nH]c3cc(Br)ccc23)=Nc2ccccc21,[C],51.78902781001081,135187.81528175066,5.130937549635426,-1.9396334100253307
102,CCCCC/C(=N\OC(=O)Nc1ccccc1)c1cc(C)ccc1O,[O]C(=O)Nc1ccccc1,CCCCCC(=[N])c1cc(C)ccc1O,[NH]c1ccccc1,41.81663889007712,5395.903260576465,3.7320641549037887,-1.9396334100253307
103,CCCCCCCCCCC/C(=N\OC(=O)Nc1ccccc1)c1cc(C)ccc1O,[O]C(=O)Nc1ccccc1,CCCCCCCCCCCC(=[N])c1cc(C)ccc1O,[NH]c1ccccc1,45.957577380109186,3689.9641131632316,3.5670221424379305,-1.9396334100253307
104,CC(=O)O/N=C(\C)c(cc1)c(c2c13)cccc2CC3,CC([O])=O,CC(=[N])c1ccc2c3c(cccc13)CC2,[C],46.80785343010263,115173.13177517377,5.061351176285573,-16.323417630092976
105,CC(=O)O\N=C(CC)\c(cc1)c(c2c13)cccc2CC3,CC([O])=O,CCC(=[N])c1ccc2c3c(cccc13)CC2,[C],46.79718576005823,65631.59400458577,4.817112952161678,-1.9396334100253307
106,CC(=O)O/N=C(\C)C(=O)c1ccc(cc1)-c2ccc(cc2)C(=O)c3ccccc3,CC([O])=O,CC(=[N])C(=O)c1ccc(-c2ccc(C(=O)c3ccccc3)cc2)cc1,[C],47.533882499981736,1018727.899799739,6.008058200301034,-1.9396334100253307
107,CCCCCC(=N/OC(=O)C)\c(cc1)cc(c12)nc(C)n2CCCC,CC([O])=O,CCCCCC(=[N])c1ccc2c(c1)nc(C)n2CCCC,[C],49.53187434007374,2713.9466851486445,3.4336013117934394,0.570406590057994
108,CCCCC(=N/OC(=O)C)\C(=O)c(cc1)cc(c12)nc(C)n2CCCC,CC([O])=O,CCCCC(=[N])C(=O)c1ccc2c(c1)nc(C)n2CCCC,[C],46.93774799991736,206641.62204539825,5.315217802198367,-14.966113499988529
109,c1ccccc1C/C(=N/OC(=O)C)c2ccc(cc2)-c3ccccc3,CC([O])=O,[N]=C(Cc1ccccc1)c1ccc(-c2ccccc2)cc1,[C],46.4897058600498,21423.324511063758,4.330886866345376,-15.854040149993928
110,CC(=O)O/N=C(\C(C)(C)C)c1ccc(cc1)-c2ccccc2,CC([O])=O,CC(C)(C)C(=[N])c1ccc(-c2ccccc2)cc1,[C],43.30070004003989,761.5687821839211,2.8817091333765075,-15.9625993800052
111,c1ccccc1-c2ccc(cc2)/C(=N/OC(=O)C)CCCCC,CC([O])=O,CCCCCC(=[N])c1ccc(-c2ccccc2)cc1,[C],50.15812932006207,67673.30705611293,4.830417400085178,3.112449600024849
112,c1ccccc1/C(=N\OC(=O)C)C(=O)c2ccc(cc2)-c3ccccc3,CC([O])=O,[N]=C(C(=O)c1ccc(-c2ccccc2)cc1)c1ccccc1,[C],45.344500109873564,505004.3262360733,5.703295098618476,5.742344010055259
113,c1cc(OC)cc(c12)c3c(n2CC)ccc(c3)C(=O)/C(C)=N\OC(=O)C,CC([O])=O,CCn1c2ccc(OC)cc2c2cc(C(=O)C(C)=[N])ccc21,[C],44.41578530993548,367305.3015115335,5.565027196792309,-14.966113499988529
114,CC(=O)O/N=C(\C(=O)C)C(=O)c(c1)ccc(c12)c3c(cccc3)C2(CCCC)CCCC,CC([O])=O,CCCCC1(CCCC)c2ccccc2-c2ccc(C(=O)C(=[N])C(C)=O)cc21,[C],46.04668380002689,723173.1197441993,5.859242275094902,5.710968509991796
115,OC(=O)c1ccccc1c(c(c23)cccc2)=C4[C@@H]3C=C(C=C4)/C(C)=N/OC(=O)C,CC([O])=O,CC(=[N])C1=C[C@H]2C(=C(c3ccccc3C(=O)O)c3ccccc32)C=C1,[C],49.29530307002897,347466.9346463183,5.540913482929337,2.4052458299912063
116,CC(=O)O/N=C(/CCC)c(cn1CC)c(c12)cccc2,CC([O])=O,CCCC(=[N])c1cn(CC)c2ccccc12,[C],48.50589549009587,2017.7159729527464,3.3048600320392443,2.0758030800382334
117,O=C(C)O\N=C(C)\C(=O)c(c1)ccc(c1Sc(c23)cccc2)N3CCCCCCCCCC,CC([O])=O,CCCCCCCCCCN1c2ccccc2Sc2cc(C(=O)C(C)=[N])ccc21,[C],51.172812989997134,251446.16346275387,5.4004450135912,4.654869180018624
118,n1cccc(c12)c(/C(C)=N/OC(=O)C)ccc2OCc3ccccc3,CC([O])=O,CC(=[N])c1ccc(OCc2ccccc2)c2ncccc12,[C],47.70770277004226,194045.77468758862,5.287904190493487,-15.854040149993928
119,CCCCCC(=N\OC(=O)C)\c(cc1)cc(c12)Cc3c2ccc(c3)/C(=N/OC(=O)C)CCCCC,CC([O])=O,CCCCCC(=[N])c1ccc2c(c1)Cc1cc(/C(CCCCC)=N/OC(C)=O)ccc1-2,[C],47.434108410019626,846784.0380332051,5.92777266292858,4.678087050031344
120,CCCCCC(=N\OC(=O)C)\c(cc1)cc(c12)Cc3c2ccc(c3)/C(=N/OC(=O)C)CCCCC,CC([O])=O,CCCCCC(=[N])c1ccc2c(c1)Cc1cc(/C(CCCCC)=N\OC(C)=O)ccc1-2,[C],49.69941951000743,846784.0380332051,5.92777266292858,2.0758030800382334
121,CC(=O)O\N=C(C)\c(cc1[N+](=O)[O-])cc(c12)C(CCCC)(CCCC)c3c2ccc(c3)/C(C)=N\OC(=O)C,CC([O])=O,CCCCC1(CCCC)c2cc(/C(C)=N\OC(C)=O)ccc2-c2c([N+](=O)[O-])cc(C(C)=[N])cc21,[C],47.393320259908585,689467.0317063356,5.8385135043184935,-8.498367929999077
122,CC(=O)O\N=C(C)\c(cc1[N+](=O)[O-])cc(c12)C(CCCC)(CCCC)c3c2ccc(c3)/C(C)=N\OC(=O)C,CC([O])=O,CCCCC1(CCCC)c2cc(C(C)=[N])ccc2-c2c([N+](=O)[O-])cc(/C(C)=N/OC(C)=O)cc21,[C],50.914906379863545,689467.0317063356,5.8385135043184935,-1.9396334100253307
123,CC(=O)O\N=C(CC)\c(cc1)cc(c12)C(CCCC)(CCCC)c3c2ccc(c3)/C(CC)=N\OC(=O)C,CC([O])=O,CCCCC1(CCCC)c2cc(C(=[N])CC)ccc2-c2ccc(/C(CC)=N\OC(C)=O)cc21,[C],51.9998711700492,887363.0347213892,5.948101333157977,-8.498367929999077
124,CC(=O)O\N=C(CC)\c(cc1)cc(c12)C(CCCC)(CCCC)c3c2ccc(c3)/C(CC)=N\OC(=O)C,CC([O])=O,CCCCC1(CCCC)c2cc(C(=[N])CC)ccc2-c2ccc(/C(CC)=N/OC(C)=O)cc21,[C],54.62411798998686,887363.0347213892,5.948101333157977,-14.966113499988529
125,CC(=O)O\N=C(CCC)\c(cc1)cc(c12)C(CCCC)(CCCC)c3c2ccc(c3)/C(CCC)=N/OC(=O)C,CC([O])=O,CCCCC1(CCCC)c2cc(C(=[N])CCC)ccc2-c2ccc(/C(CCC)=N/OC(C)=O)cc21,[C],52.712095020034496,1554145.8840390262,6.191491782585541,-14.966113499988529
126,CCCCC(=N/OC(=O)C)\c(cc1)cc(c12)C(CCCC)(CCCC)c3c2ccc(c3)/C(CCCC)=N/OC(=O)C,CC([O])=O,CCCCC(=[N])c1ccc2c(c1)C(CCCC)(CCCC)c1cc(/C(CCCC)=N/OC(C)=O)ccc1-2,[C],50.124243780004946,1760937.6293149104,6.245743973954748,-8.498367929999077
127,O=C(C)O\N=C(CCC)\C(=O)c(cc1)cc(c12)C(CCCC)(CCCC)c3c2ccc(c3)C(=O)/C(CCC)=N/OC(=O)C,CC([O])=O,CCCCC1(CCCC)c2cc(C(=O)C(=[N])CCC)ccc2-c2ccc(C(=O)/C(CCC)=N/OC(C)=O)cc21,[C],46.627130549916856,1493731.7687339808,6.174272617681971,-8.498367929999077
128,CCCCCC(=N/OC(=O)C)\c(cc1)cc(c12)C(CCCC)(CCCC)c3c2ccc(c3)/C(=N/OC(=O)C)CCCCC,CC([O])=O,CCCCCC(=[N])c1ccc2c(c1)C(CCCC)(CCCC)c1cc(/C(CCCCC)=N/OC(C)=O)ccc1-2,[C],49.63290345003269,1742380.3098923068,6.24114295461014,-8.498367929999077
129,CC(=O)O/N=C(\C)C(=O)c1c(OC(=O)C)c(cc(C)c1)-n(n2)nc(c23)cccc3,CC([O])=O,CC(=[N])C(=O)c1cc(C)cc(-n2nc3ccccc3n2)c1OC(C)=O,[C],48.76442960994251,62344.132047837906,4.794795583088476,-8.498367929999077
130,CC(=O)O/N=C(\C)C(=O)c1c(O)c(cc(C)c1)-n(n2)nc(c23)cccc3,CC([O])=O,CC(=[N])C(=O)c1cc(C)cc(-n2nc3ccccc3n2)c1O,[C],47.52886241999441,268090.63035995426,5.42828163586249,-8.498367929999077
131,CC(=O)O\N=C(C)\C(=O)c(cc1)ccc1N(c2ccc(cc2)OC)c3ccc(cc3)C(=O)/C(C)=N/OC(=O)C,CC([O])=O,COc1ccc(N(c2ccc(C(=O)C(C)=[N])cc2)c2ccc(C(=O)/C(C)=N/OC(C)=O)cc2)cc1,[C],47.07956525998734,467053.3387410644,5.669366480990371,-8.498367929999077
132,CC(=O)O/N=C(\C)C(=O)c(cc1)c(c2c13)cccc2CC3,CC([O])=O,CC(=[N])C(=O)c1ccc2c3c(cccc13)CC2,[C],50.45807910001817,437389.87654474925,5.640868727006071,-8.498367929999077
133,CC(=O)O\N=C(C)\C(=O)c(cc1)cc(c12)nc(n2CCCC)-c3ccccc3,CC([O])=O,CCCCn1c(-c2ccccc2)nc2cc(C(=O)C(C)=[N])ccc21,[C],45.555970980124386,380021.8234011766,5.579808537434082,-8.498367929999077
134,CC(=O)O/N=C(/C)C(=O)c(c(c12)cccc2)ccc1-c3ccc(c(c34)cccc4)C(=O)/C(C)=N/OC(=O)C,CC([O])=O,CC(=[N])C(=O)c1ccc(-c2ccc(C(=O)/C(C)=N/OC(C)=O)c3ccccc23)c2ccccc12,[C],45.40913364006708,820219.2178244521,5.913929940637075,-8.498367929999077
135,CC(=O)O/N=C(/C)C(=O)c(c(c12)cccc2)ccc1-c3ccc(c(c34)cccc4)C(=O)/C(C)=N/OC(=O)C,CC([O])=O,CC(=[N])C(=O)c1ccc(-c2ccc(C(=O)/C(C)=N\OC(C)=O)c3ccccc23)c2ccccc12,[C],47.34562950002899,820219.2178244521,5.913929940637075,-8.498367929999077
136,CC(=O)O/N=C(\C)C(=O)c1ccc(cc1)-c2ccccc2,CC([O])=O,CC(=[N])C(=O)c1ccc(-c2ccccc2)cc1,[C],47.40336042002591,579541.8267155567,5.76308478534921,-8.498367929999077
137,c1ccccc1-c2ccc(cc2)/C(CCCCC)=N/OC(=O)CC,CCC([O])=O,CCCCCC(=[N])c1ccc(-c2ccccc2)cc1,[C]C,45.22841076002398,66077.96540662319,4.820056662243926,-8.498367929999077
